327.400181	-0.451667
327.400495	-0.467434
327.400810	-0.470516
327.401124	-0.462293
327.401438	-0.443921
327.401753	-0.416179
327.402067	-0.380407
327.402382	-0.337993
327.402696	-0.289347
327.403010	-0.235408
327.403325	-0.177894
327.403639	-0.118033
327.403954	-0.057340
327.404268	0.002699
327.404582	0.060423
327.404897	0.114187
327.405211	0.162370
327.405525	0.203397
327.405840	0.235844
327.406154	0.258339
327.406469	0.270420
327.406783	0.271664
327.407097	0.261652
327.407412	0.240441
327.407726	0.209038
327.408041	0.168889
327.408355	0.121113
327.408669	0.067303
327.408984	0.010430
327.409298	-0.046757
327.409613	-0.102070
327.409927	-0.152944
327.410241	-0.197517
327.410556	-0.234219
327.410870	-0.261976
327.411185	-0.280695
327.411499	-0.290939
327.411813	-0.293566
327.412128	-0.288938
327.412442	-0.278218
327.412756	-0.262742
327.413071	-0.243465
327.413385	-0.221337
327.413700	-0.197035
327.414014	-0.170757
327.414328	-0.142053
327.414643	-0.111005
327.414957	-0.077533
327.415272	-0.041098
327.415586	-0.001717
327.415900	0.039905
327.416215	0.082982
327.416529	0.126437
327.416844	0.168346
327.417158	0.207179
327.417472	0.241191
327.417787	0.268496
327.418101	0.288327
327.418415	0.300288
327.418730	0.304279
327.419044	0.300691
327.419359	0.290527
327.419673	0.274912
327.419987	0.254527
327.420302	0.229884
327.420616	0.201198
327.420931	0.167983
327.421245	0.129948
327.421559	0.086429
327.421874	0.036519
327.422188	-0.019676
327.422503	-0.081553
327.422817	-0.148241
327.423131	-0.218046
327.423446	-0.288456
327.423760	-0.356567
327.424074	-0.419516
327.424389	-0.474975
327.424703	-0.521779
327.425018	-0.559343
327.425332	-0.586872
327.425646	-0.604982
327.425961	-0.614957
327.426275	-0.618124
327.426590	-0.615525
327.426904	-0.608095
327.427218	-0.596536
327.427533	-0.581302
327.427847	-0.562941
327.428162	-0.542220
327.428476	-0.520348
327.428790	-0.498731
327.429105	-0.479555
327.429419	-0.465994
327.429733	-0.461586
327.430048	-0.469575
327.430362	-0.492817
327.430677	-0.533409
327.430991	-0.592337
327.431305	-0.669311
327.431620	-0.761758
327.431934	-0.865429
327.432249	-0.975293
327.432563	-1.084656
327.432877	-1.186580
327.433192	-1.274761
327.433506	-1.343377
327.433821	-1.387598
327.434135	-1.404496
327.434449	-1.392783
327.434764	-1.352569
327.435078	-1.285343
327.435392	-1.193442
327.435707	-1.079974
327.436021	-0.948059
327.436336	-0.800919
327.436650	-0.641622
327.436964	-0.472731
327.437279	-0.297027
327.437593	-0.117582
327.437908	0.062172
327.438222	0.238493
327.438536	0.408005
327.438851	0.566529
327.439165	0.709467
327.439480	0.833276
327.439794	0.935423
327.440108	1.014123
327.440423	1.068677
327.440737	1.099756
327.441051	1.109314
327.441366	1.099685
327.441680	1.073382
327.441995	1.033083
327.442309	0.980980
327.442623	0.918578
327.442938	0.847005
327.443252	0.767133
327.443567	0.679223
327.443881	0.583638
327.444195	0.481260
327.444510	0.373557
327.444824	0.262959
327.445139	0.153133
327.445453	0.048301
327.445767	-0.046914
327.446082	-0.127658
327.446396	-0.189726
327.446711	-0.230524
327.447025	-0.248804
327.447339	-0.244543
327.447654	-0.219499
327.447968	-0.177450
327.448282	-0.122850
327.448597	-0.060745
327.448911	0.003669
327.449226	0.065511
327.449540	0.119838
327.449854	0.163103
327.450169	0.192699
327.450483	0.206337
327.450798	0.202943
327.451112	0.182527
327.451426	0.145616
327.451741	0.093636
327.452055	0.028662
327.452370	-0.046896
327.452684	-0.129752
327.452998	-0.215631
327.453313	-0.300365
327.453627	-0.379839
327.453941	-0.449288
327.454256	-0.504268
327.454570	-0.541110
327.454885	-0.556865
327.455199	-0.549909
327.455513	-0.520114
327.455828	-0.469499
327.456142	-0.401623
327.456457	-0.321373
327.456771	-0.234849
327.457085	-0.148195
327.457400	-0.067047
327.457714	0.003481
327.458029	0.059868
327.458343	0.100789
327.458657	0.126454
327.458972	0.138720
327.459286	0.140898
327.459600	0.137317
327.459915	0.131859
327.460229	0.127542
327.460544	0.126928
327.460858	0.131201
327.461172	0.139733
327.461487	0.149885
327.461801	0.157903
327.462116	0.159519
327.462430	0.149597
327.462744	0.123758
327.463059	0.078016
327.463373	0.009091
327.463688	-0.084051
327.464002	-0.201068
327.464316	-0.339907
327.464631	-0.496603
327.464945	-0.665838
327.465259	-0.841057
327.465574	-1.014589
327.465888	-1.179003
327.466203	-1.327318
327.466517	-1.453633
327.466831	-1.554459
327.467146	-1.627444
327.467460	-1.672159
327.467775	-1.690541
327.468089	-1.686390
327.468403	-1.664737
327.468718	-1.631198
327.469032	-1.591425
327.469347	-1.550213
327.469661	-1.510985
327.469975	-1.474890
327.470290	-1.441644
327.470604	-1.409273
327.470918	-1.373994
327.471233	-1.331583
327.471547	-1.277504
327.471862	-1.207353
327.472176	-1.118362
327.472490	-1.010190
327.472805	-0.884073
327.473119	-0.742637
327.473434	-0.590865
327.473748	-0.435218
327.474062	-0.282616
327.474377	-0.140344
327.474691	-0.015178
327.475006	0.086780
327.475320	0.160238
327.475634	0.202026
